1263,9187,2009-08-21,2009-08-01,8,1200,0.09,150,1088.39,Daniel Price,SanDisk Corporation,Technology,Electronic Components,Salt Lake City,84106,Utah,West,2009-08-23,2,Consulting - Market Research,Consulting,Java,Daniel Tusk,Bob Turner,45,1,0.7
6113,43301,2009-08-21,2009-08-01,33,4125,0,125,4111.35,Matthew Lucas,Ross Stores Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,Hobbs,88240,New Mexico,West,2009-08-22,1,Training - Development,Training,PHP,Jacob Manziel,Bob Turner,57,1,0.54
6114,43301,2009-08-21,2009-08-01,43,8600,0.01,200,8485.82,Matthew Lucas,Ross Stores Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,Hobbs,88240,New Mexico,West,2009-08-23,2,Development - Big Data,Development,Development,Ethan Bird,Bob Turner,60,1,0.7
6175,43779,2009-08-21,2009-08-01,20,2500,0.09,125,2267.47,Lindsay DeVincentis,eBay Inc.,Miscellaneous,Business Services,Mount Vernon,10550,New York,East,2009-08-24,3,Training - SQL,Training,Strategy,Abigail Young,Allen Young,50,1,0.6
3390,24162,2009-08-22,2009-08-01,1,110,0.08,110,100.87,Sean Witt,Twenty-First Century Fox Inc.,Consumer Services,Television Services,Hollywood,33021,Florida,South,2009-08-24,2,Development - Python,Development,Strategy,Emma Watson,Frank Mitchell,67,1,0.39
3391,24162,2009-08-22,2009-08-01,12,1500,0.04,125,1435.27,Sean Witt,Twenty-First Century Fox Inc.,Consumer Services,Television Services,Hollywood,33021,Florida,South,2009-08-23,1,Training - Javascript,Training,.Net,Olivia Sullivan,Frank Mitchell,53,1,0.58
5897,41825,2009-08-22,2009-08-01,43,6450,0.02,150,6300.23,Patrick Garza,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Mobile,36608,Alabama,South,2009-08-23,1,Consulting - Business Model,Consulting,Python,Abigail Young,Frank Mitchell,50,1,0.67
5898,41825,2009-08-22,2009-08-01,50,6250,0.03,125,6042.58,Sylvia Gastineau,Stericycle Inc.,Basic Industries,Environmental Services,Sanford,4073,Maine,East,2009-08-22,0,Training - Development,Training,Big Data,Mason Gibson,Allen Young,71,1,0.43
6235,44196,2009-08-22,2009-08-01,12,1800,0.09,150,1632.62,Cynthia Irving,The Priceline Group Inc.,Miscellaneous,Business Services,Dundalk,21222,Maryland,East,2009-08-23,1,Consulting - Market Research,Consulting,Strategy,Elizabeth Carter,Allen Young,52,1,0.65
6236,44196,2009-08-22,2009-08-01,10,1100,0.01,110,1085.42,Cynthia Irving,The Priceline Group Inc.,Miscellaneous,Business Services,Texarkana,71854,Arkansas,South,2009-08-24,2,Development - Python,Development,Market Research,Isabella Douglas,Frank Mitchell,75,1,0.32
7417,52897,2009-08-22,2009-08-01,40,4400,0,110,4385.54,Larry Elliston,Comcast Corporation,Consumer Services,Television Services,Kearns,84118,Utah,West,2009-08-24,2,Development - Python,Development,Python,Emily Taylor,Bob Turner,62,1,0.44
8066,57542,2009-08-22,2009-08-01,23,2530,0.04,110,2420.82,John Conant,Mylan Inc.,Health Care,Major Pharmaceuticals,Kettering,45429,Ohio,East,2009-08-24,2,Development - Python,Development,SQL,Noah Smith,Allen Young,59,1,0.46
849,6112,2009-08-23,2009-08-01,10,1250,0.02,125,1221.01,Arianne Norris,KLA-Tencor Corporation,Capital Goods,Electronic Components,Maryville,37804,Tennessee,South,2009-08-23,0,Training - Javascript,Training,Python,Alexander Edison,Frank Mitchell,70,1,0.44
850,6112,2009-08-23,2009-08-01,31,4650,0.06,150,4356.75,Arianne Norris,KLA-Tencor Corporation,Capital Goods,Electronic Components,Maryville,37804,Tennessee,South,2009-08-24,1,Consulting - Market Research,Consulting,Java,Liam Franklin,Frank Mitchell,52,1,0.65
1506,10886,2009-08-23,2009-08-01,36,4500,0.04,125,4305.92,Quincy Patterson,Ross Stores Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,Vestavia Hills,35216,Alabama,South,2009-08-25,2,Training - SQL,Training,Java,Jayden Hamilton,Frank Mitchell,71,1,0.43
1507,10886,2009-08-23,2009-08-01,47,7050,0.01,150,6956.74,Quincy Patterson,Ross Stores Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,Vestavia Hills,35216,Alabama,South,2009-08-24,1,Consulting - Strategy,Consulting,Java,Noah Smith,Frank Mitchell,59,1,0.61
3514,25031,2009-08-23,2009-08-01,24,3000,0.1,125,2691.2,Sally Knudson,Comcast Corporation,Consumer Services,Television Services,Livonia,48154,Michigan,Central,2009-08-25,2,Training - Javascript,Training,Python,Elizabeth Carter,Josh Martinez,52,1,0.58
3515,25031,2009-08-23,2009-08-01,20,2200,0.07,110,2039.33,Sally Knudson,Comcast Corporation,Consumer Services,Television Services,Madison Heights,48071,Michigan,Central,2009-08-24,1,Development - Python,Development,Python,Michael Alister,Josh Martinez,68,1,0.38
6098,43206,2009-08-23,2009-08-01,16,2400,0,150,2392.18,John Vanderzanden,Mondelez International Inc.,Consumer Non-Durables,Packaged Foods,Martinez,30907,Georgia,South,2009-08-24,1,Consulting - Business Model,Consulting,Big Data,Liam Franklin,Frank Mitchell,52,1,0.65
2685,19429,2009-08-24,2009-08-01,2,250,0.05,125,236.73,Dean Zrebassa,Apple Inc.,Technology,Computer Manufacturing,Redwood City,94061,California,West,2009-08-24,0,Training - Javascript,Training,Python,Noah Smith,Bob Turner,59,1,0.53
4052,28897,2009-08-24,2009-08-01,35,5950,0.02,170,5812.13,Ed Byrd,DIRECTV,Consumer Services,Telecommunications Equipment,Eagle Pass,78852,Texas,Central,2009-08-26,2,Development - .Net,Development,Strategy,Daniel Tusk,Josh Martinez,45,1,0.74
4053,28897,2009-08-24,2009-08-01,14,1540,0.07,110,1427.57,Ed Byrd,DIRECTV,Consumer Services,Telecommunications Equipment,Eagle Pass,78852,Texas,Central,2009-08-26,2,Development - PHP,Development,Market Research,Elizabeth Carter,Josh Martinez,52,1,0.53
4369,31111,2009-08-24,2009-08-01,27,2970,0.03,110,2871.58,Monica Brumfield,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Hanover Park,60103,Illinois,Central,2009-08-26,2,Development - Python,Development,Javascript,William Bufont,Josh Martinez,62,1,0.44
6970,49799,2009-08-24,2009-08-01,4,500,0.05,125,473.46,Keith Beeghly,Altera Corporation,Technology,Semiconductors,Pine Bluff,71603,Arkansas,South,2009-08-26,2,Training - Javascript,Training,SQL,Noah Smith,Frank Mitchell,59,1,0.53
6971,49799,2009-08-24,2009-08-01,12,1800,0,150,1794.18,Keith Beeghly,Altera Corporation,Technology,Semiconductors,Pine Bluff,71603,Arkansas,South,2009-08-25,1,Consulting - Market Research,Consulting,Business Logic,Sophia Dixon,Frank Mitchell,71,1,0.53
7483,53441,2009-08-24,2009-08-01,7,770,0.01,110,759.83,Clytie Dortch,Mattel Inc.,Consumer Non-Durables,Recreational Products/Toys,Altoona,16602,Pennsylvania,East,2009-08-25,1,Development - Python,Development,Python,Abigail Young,Allen Young,50,1,0.55
