6228,44098,2010-01-27,2010-01-01,1,140,0.01,140,138.69,John Dowd,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),Walker,49534,Michigan,Central,2010-01-31,4,Development - Front End Web,Development,Business Model,Mason Gibson,Josh Martinez,71,1,0.49
17,97,2010-01-28,2010-01-01,26,5200,0.03,200,5047.39,Craig Donatelli,O'Reilly Automotive Inc.,Consumer Services,Other Specialty Stores,Prescott Valley,86314,Arizona,West,2010-01-29,1,Development - Scala,Development,Scala,Daniel Tusk,Bob Turner,45,1,0.78
750,5381,2010-01-28,2010-01-01,47,5875,0.07,125,5467.42,Edward Bzostek,Equinix Inc.,Public Utilities,Telecommunications Equipment,The Colony,75056,Texas,Central,2010-02-04,7,Training - SQL,Training,PHP,Liam Franklin,Josh Martinez,52,1,0.58
751,5381,2010-01-28,2010-01-01,27,2970,0.09,110,2704.52,Edward Bzostek,Equinix Inc.,Public Utilities,Telecommunications Equipment,The Colony,75056,Texas,Central,2010-02-04,7,Development - Python,Development,Python,Alexander Edison,Josh Martinez,70,1,0.36
3898,27810,2010-01-28,2010-01-01,32,6400,0.02,200,6276.21,Julia Hwang,Starbucks Corporation,Consumer Services,Restaurants,Woodstock,30188,Georgia,South,2010-01-30,2,Development - Scala,Development,Python,Daniel Tusk,Frank Mitchell,45,1,0.78
876,6279,2010-01-29,2010-01-01,49,7840,0.01,160,7767.01,Katrina Radford,Analog Devices Inc.,Technology,Semiconductors,Reston,20190,Virginia,South,2010-01-31,2,Development - Java,Development,Front End Web,Isabella Douglas,Frank Mitchell,75,1,0.53
1866,13413,2010-01-29,2010-01-01,29,3190,0.04,110,3064.53,Karen Seio,Vodafone Group Plc,Public Utilities,Telecommunications Equipment,Findlay,45840,Ohio,East,2010-01-31,2,Development - Python,Development,Database,Ethan Bird,Allen Young,60,1,0.45
4258,30336,2010-01-29,2010-01-01,28,5600,0.06,200,5267.67,Caroline Hernandez,Cisco Systems Inc.,Technology,Computer Communications Equipment,Yonkers,10701,New York,East,2010-01-31,2,Development - Big Data,Development,Javascript,Emily Taylor,Allen Young,62,1,0.69
4458,31780,2010-01-29,2010-01-01,17,2890,0.08,170,2660.65,Max Thurman,Stericycle Inc.,Basic Industries,Environmental Services,Paducah,42003,Kentucky,South,2010-01-31,2,Development - .Net,Development,Market Research,Abigail Young,Frank Mitchell,50,1,0.71
501,3461,2010-01-30,2010-01-01,47,7050,0.1,150,6349.58,Susan Bailliet,Starbucks Corporation,Consumer Services,Restaurants,Gainesville,30501,Georgia,South,2010-02-01,2,Consulting - Market Research,Consulting,Python,Jacob Manziel,Frank Mitchell,57,1,0.62
502,3461,2010-01-30,2010-01-01,35,5250,0.08,150,4833.49,Susan Bailliet,Starbucks Corporation,Consumer Services,Restaurants,Gainesville,30501,Georgia,South,2010-02-01,2,Consulting - Market Research,Consulting,Java,Jayden Hamilton,Frank Mitchell,71,1,0.53
7323,52196,2010-01-30,2010-01-01,1,200,0.08,200,184.13,Adam Phonely,Automatic Data Processing Inc.,Technology,EDP Services,Lawndale,90260,California,West,2010-01-31,1,Development - Scala,Development,Market Research,Liam Franklin,Bob Turner,52,1,0.74
7324,52196,2010-01-30,2010-01-01,10,1500,0.08,150,1381,Adam Phonely,Automatic Data Processing Inc.,Technology,EDP Services,Lawndale,90260,California,West,2010-02-01,2,Consulting - Market Research,Consulting,Development,Mason Gibson,Bob Turner,71,1,0.53
1732,12449,2010-01-31,2010-01-01,36,5400,0.03,150,5241.91,Anthony Haberlin,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Fountain,80817,Colorado,West,2010-02-02,2,Consulting - Business Model,Consulting,Market Research,Emily Taylor,Bob Turner,62,1,0.59
2009,14338,2010-01-31,2010-01-01,34,5100,0.1,150,4593.43,Mike Paige,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Cottage Grove,55016,Minnesota,Central,2010-02-07,7,Consulting - Strategy,Consulting,Development,William Bufont,Josh Martinez,62,1,0.59
2014,14375,2010-01-31,2010-01-01,7,770,0.07,110,716.63,Rick O'Donnell,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Derby,67037,Kansas,Central,2010-02-01,1,Development - Python,Development,Python,Sophia Dixon,Josh Martinez,71,1,0.35
2015,14375,2010-01-31,2010-01-01,50,5500,0.1,110,4953.7,Rick O'Donnell,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Marshfield,2050,MA,East,2010-02-01,1,Development - PHP,Development,Python,Liam Franklin,Allen Young,52,1,0.53
2245,16166,2010-01-31,2010-01-01,36,5040,0.09,140,4589.82,Anthony Haberlin,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Fountain,80817,Colorado,West,2010-02-01,1,Development - Database,Development,PHP,Emma Watson,Bob Turner,67,1,0.52
