4205,29893,2012-06-16,2012-06-01,24,4800,0.07,200,4563.66,Michael Darley,Wynn Resorts Limited,Consumer Services,Hotels/Resorts,Gorham,4038,Maine,East,2012-06-17,1,Development - Big Data,Development,Compensation,Liam Franklin,Allen Young,52,1,0.74
7521,53698,2012-06-16,2012-06-01,10,1200,0,120,1226.79,Tamara Turnell,Seagate Technology.,Technology,Electronic Components,Pearland,77581,Texas,Central,2012-06-17,1,Development - Business Logic,Development,SQL,Emily Taylor,Josh Martinez,62,1,0.48
206,1346,2012-06-17,2012-06-01,48,6000,0.09,125,5582.03,Theone Carroll,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Owatonna,55060,Minnesota,Central,2012-06-19,2,Training - Tableau,Training,Java,Abigail Young,Josh Martinez,50,1,0.6
4237,30147,2012-06-17,2012-06-01,37,4625,0.06,125,4444.67,Cathy Molinari,Citrix Systems Inc.,Technology,Computer Software: Prepackaged Software,Southgate,48195,Michigan,Central,2012-06-19,2,Training - SQL,Training,Market Research,Alexander Edison,Josh Martinez,70,1,0.44
6138,43488,2012-06-18,2012-06-01,46,7820,0.08,170,7355.37,Michelle Ryan,Apple Inc.,Technology,Computer Manufacturing,Clinton,20735,Maryland,East,2012-06-19,1,Development - .Net,Development,Python,Madison Hill,Allen Young,58,1,0.66
6139,43488,2012-06-18,2012-06-01,46,5060,0,110,5173.22,Michelle Ryan,Apple Inc.,Technology,Computer Manufacturing,Clinton,20735,Maryland,East,2012-06-19,1,Development - PHP,Development,Python,Ava Wilson,Allen Young,67,1,0.39
6140,43488,2012-06-18,2012-06-01,28,3500,0.1,125,3220.48,Michelle Ryan,Apple Inc.,Technology,Computer Manufacturing,Clinton,20735,Maryland,East,2012-06-19,1,Training - SQL,Training,Javascript,Abigail Young,Allen Young,50,1,0.6
6141,43488,2012-06-18,2012-06-01,13,2080,0.05,160,2020.21,Michelle Ryan,Apple Inc.,Technology,Computer Manufacturing,College Park,20740,Maryland,East,2012-06-20,2,Development - Java,Development,Development,Liam Franklin,Allen Young,52,1,0.68
6142,43488,2012-06-18,2012-06-01,3,450,0.06,150,432.46,Michelle Ryan,Apple Inc.,Technology,Computer Manufacturing,College Park,20740,Maryland,East,2012-06-20,2,Consulting - Compensation,Consulting,.Net,Elizabeth Carter,Allen Young,52,1,0.65
8347,59680,2012-06-18,2012-06-01,15,2250,0.05,150,2185.33,Katherine Reese,Xilinx Inc.,Technology,Semiconductors,Danville,24541,Virginia,South,2012-06-19,1,Consulting - Business Model,Consulting,Business Model,Ava Wilson,Frank Mitchell,67,1,0.55
952,6885,2012-06-19,2012-06-01,4,500,0.02,125,500.98,Damala Bern,Regeneron Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,Northampton,1060,MA,East,2012-06-21,2,Training - Development,Training,Market Research,Elizabeth Carter,Allen Young,52,1,0.58
953,6885,2012-06-19,2012-06-01,40,6000,0.09,150,5582.3,Damala Bern,Regeneron Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,Saco,4072,Maine,East,2012-06-19,0,Consulting - Strategy,Consulting,Javascript,Abigail Young,Allen Young,50,1,0.67
3695,26407,2012-06-19,2012-06-01,34,6800,0.04,200,6674.23,Karen Gilpin,Verisk Analytics Inc.,Technology,EDP Services,Holbrook,11741,New York,East,2012-06-21,2,Development - Big Data,Development,Scala,Ava Wilson,Allen Young,67,1,0.67
3696,26407,2012-06-19,2012-06-01,16,2400,0.1,150,2208.38,Karen Gilpin,Verisk Analytics Inc.,Technology,EDP Services,Holbrook,11741,New York,East,2012-06-20,1,Consulting - Market Research,Consulting,PHP,Madison Hill,Allen Young,58,1,0.61
4669,33222,2012-06-19,2012-06-01,18,2880,0.05,160,2797.29,Nicole Guthrie,Equinix Inc.,Public Utilities,Telecommunications Equipment,Costa Mesa,92627,California,West,2012-06-21,2,Development - Java,Development,Development,Noah Smith,Bob Turner,59,1,0.63
4670,33222,2012-06-19,2012-06-01,30,3750,0.1,125,3450.6,Nicole Guthrie,Equinix Inc.,Public Utilities,Telecommunications Equipment,Costa Mesa,92627,California,West,2012-06-20,1,Training - Development,Training,Java,Noah Smith,Bob Turner,59,1,0.53
4671,33222,2012-06-19,2012-06-01,48,5760,0.02,120,5771.24,Nicole Guthrie,Equinix Inc.,Public Utilities,Telecommunications Equipment,Costa Mesa,92627,California,West,2012-06-21,2,Development - Business Logic,Development,Python,Madison Hill,Bob Turner,58,1,0.52
4709,33541,2012-06-19,2012-06-01,43,5375,0.08,125,5055.77,John Conant,Mylan Inc.,Health Care,Major Pharmaceuticals,Huber Heights,45424,Ohio,East,2012-06-19,0,Training - SQL,Training,Big Data,Elizabeth Carter,Allen Young,52,1,0.58
6533,46497,2012-06-19,2012-06-01,30,3600,0.03,120,3570.22,Jane Ordway,Cognizant Technology Solutions Corporation,Technology,EDP Services,Xenia,45385,Ohio,East,2012-06-20,1,Development - Business Logic,Development,SQL,Jacob Manziel,Allen Young,57,1,0.53
156,967,2012-06-20,2012-06-01,6,900,0.03,150,892.58,Maureen Sundaresam,Starbucks Corporation,Consumer Services,Restaurants,Chula Vista,91911,California,West,2012-06-22,2,Consulting - Strategy,Consulting,Business Model,Isabella Douglas,Bob Turner,75,1,0.5
157,967,2012-06-20,2012-06-01,42,5040,0.01,120,5101.49,Maureen Sundaresam,Starbucks Corporation,Consumer Services,Restaurants,Chula Vista,91911,California,West,2012-06-21,1,Development - Business Logic,Development,Python,Isabella Douglas,Bob Turner,75,1,0.38
158,967,2012-06-20,2012-06-01,48,6000,0.01,125,6073.2,Maureen Sundaresam,Starbucks Corporation,Consumer Services,Restaurants,Chula Vista,91911,California,West,2012-06-23,3,Training - Javascript,Training,SQL,Ava Wilson,Bob Turner,67,1,0.46
